Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-80908854,Villa,4,2048,7.32,19,17-11-2023,22.64,53.04,0.0,7.0,0,0,1,233.83,0.89,-28.51 kWh,2.21 kWh,1.10 kWh,0.75 kWh
IN-KL-ELC-30267797,Villa,1,658,2.4,16,17-08-2023,24.51,76.97,0.0,2.0,0,0,0,231.71,0.77,22.84 kWh,45.08 kWh,24.06 kWh,12.46 kWh
IN-KL-ELC-02592536,Independent House,1,1696,5.71,1,01-06-2023,24.45,76.79,7.17,6.0,0,0,0,228.42,0.92,40.17 kWh,70.88 kWh,35.57 kWh,24.15 kWh
IN-KL-ELC-74138327,Apartment,7,4469,14.82,13,23-01-2023,29.92,69.05,0.0,24.0,3,0,1,231.81,0.94,-13.02 kWh,40.35 kWh,21.88 kWh,12.45 kWh
IN-KL-ELC-12894368,Apartment,7,1568,7.09,13,25-03-2022,28.46,75.99,0.0,16.0,2,0,0,225.71,0.79,32.06 kWh,56.14 kWh,28.54 kWh,17.41 kWh
IN-KL-ELC-93113152,Apartment,5,899,1.78,17,22-10-2022,26.2,50.19,0.0,20.0,1,1,0,224.66,0.79,14.68 kWh,17.30 kWh,9.12 kWh,6.36 kWh
IN-KL-ELC-67480480,Commercial,2,3321,11.29,6,17-11-2022,28.41,46.16,0.0,6.0,0,0,1,239.37,0.77,27.57 kWh,41.60 kWh,25.81 kWh,11.08 kWh
IN-KL-ELC-45677485,Villa,2,2560,7.65,18,17-03-2022,29.2,67.53,1.83,15.0,0,0,0,227.43,0.91,29.00 kWh,42.39 kWh,22.26 kWh,12.66 kWh
IN-KL-ELC-35210753,Independent House,5,4982,15.0,17,30-04-2023,34.79,61.94,0.0,1.0,0,0,0,231.6,0.81,19.87 kWh,38.32 kWh,24.07 kWh,10.98 kWh
IN-KL-ELC-48491183,Commercial,6,3896,11.63,3,10-08-2022,25.49,93.51,6.75,2.0,0,0,0,228.62,0.98,42.91 kWh,72.30 kWh,39.81 kWh,25.69 kWh
IN-KL-ELC-23211829,Independent House,5,4331,12.87,5,31-08-2023,24.82,84.62,0.0,25.0,1,1,1,234.67,0.73,15.23 kWh,110.69 kWh,68.48 kWh,33.62 kWh
IN-KL-ELC-64929381,Independent House,4,3581,11.64,1,09-09-2022,27.12,87.15,0.0,1.0,1,1,0,240.67,0.79,16.48 kWh,183.59 kWh,101.23 kWh,59.40 kWh
IN-KL-ELC-77847165,Independent House,8,864,3.14,2,03-06-2023,29.55,93.51,0.0,15.0,1,1,0,219.94,0.7,17.85 kWh,35.34 kWh,19.76 kWh,9.01 kWh
IN-KL-ELC-75814820,Apartment,8,1516,7.1,19,08-12-2022,23.8,47.78,0.0,22.0,0,0,0,229.25,0.79,34.65 kWh,52.17 kWh,27.16 kWh,16.19 kWh
IN-KL-ELC-72867100,Apartment,5,3988,12.79,12,31-10-2023,22.8,56.67,0.0,15.0,2,0,0,228.94,0.78,16.05 kWh,43.86 kWh,25.62 kWh,15.02 kWh
IN-KL-ELC-05923644,Commercial,4,1782,3.69,4,23-03-2023,36.81,72.39,0.0,13.0,3,0,1,236.52,0.86,-19.29 kWh,38.62 kWh,22.04 kWh,14.25 kWh
IN-KL-ELC-73143586,Independent House,3,648,2.2,10,26-05-2023,30.68,57.99,0.0,15.0,0,0,0,230.43,0.93,40.26 kWh,107.81 kWh,64.05 kWh,34.66 kWh
IN-KL-ELC-06151427,Apartment,6,3348,10.15,13,22-01-2023,28.16,65.82,0.0,18.0,1,1,0,232.95,0.86,39.68 kWh,156.87 kWh,82.23 kWh,56.86 kWh
IN-KL-ELC-10282570,Villa,1,2196,12.98,6,30-06-2023,26.06,76.89,0.0,9.0,4,0,0,223.18,0.77,40.21 kWh,200.00 kWh,107.20 kWh,68.95 kWh
IN-KL-ELC-96337874,Villa,2,3798,12.6,9,28-03-2022,36.44,56.92,0.0,20.0,0,0,0,216.62,0.8,39.00 kWh,85.95 kWh,45.59 kWh,28.62 kWh
IN-KL-ELC-40162344,Independent House,2,3407,10.52,18,27-05-2022,32.04,57.07,2.4,4.0,0,0,0,233.39,0.87,9.27 kWh,21.91 kWh,12.20 kWh,7.71 kWh
IN-KL-ELC-24795222,Villa,2,1379,4.81,11,16-06-2023,27.49,80.81,0.0,18.0,0,0,0,234.85,0.82,,85.19 kWh,43.72 kWh,27.28 kWh
IN-KL-ELC-97944981,Villa,1,1792,5.75,5,28-06-2023,30.82,84.48,7.41,20.0,3,0,1,233.91,0.84,-16.72 kWh,20.01 kWh,10.98 kWh,5.52 kWh
IN-KL-ELC-44408723,Apartment,8,2178,5.74,14,18-02-2022,27.94,58.52,2.5,11.0,3,0,1,225.06,0.78,-24.90 kWh,60.09 kWh,36.72 kWh,18.80 kWh
IN-KL-ELC-43406904,Commercial,1,2718,9.61,1,04-10-2023,25.96,59.79,2.91,5.0,1,1,0,222.74,0.79,39.68 kWh,102.21 kWh,49.04 kWh,32.92 kWh
IN-KL-ELC-97224670,Apartment,6,1555,6.28,11,05-07-2022,29.19,81.11,0.0,17.0,0,0,0,227.71,0.97,59.18 kWh,81.26 kWh,47.86 kWh,22.58 kWh
IN-KL-ELC-32826849,Commercial,7,3662,9.37,12,29-11-2023,28.75,65.29,0.0,22.0,1,1,1,230.92,0.74,18.47 kWh,141.59 kWh,77.75 kWh,39.25 kWh
IN-KL-ELC-18795640,Villa,4,1552,5.96,6,10-06-2023,23.88,88.3,0.0,13.0,1,1,0,230.06,0.83,43.21 kWh,53.52 kWh,31.89 kWh,13.83 kWh
IN-KL-ELC-14813050,Villa,5,3471,12.18,13,07-11-2023,29.58,53.54,0.0,9.0,1,0,0,222.27,0.84,38.60 kWh,201.54 kWh,109.78 kWh,61.53 kWh
IN-KL-ELC-19952900,Independent House,1,3675,12.31,18,11-08-2023,27.49,79.52,0.0,15.0,0,0,1,220.57,0.87,-15.48 kWh,1.58 kWh,0.85 kWh,0.52 kWh
IN-KL-ELC-47788023,Independent House,1,4736,14.23,9,27-10-2023,28.94,61.77,0.0,12.0,3,0,1,223.73,0.92,-29.40 kWh,31.12 kWh,17.38 kWh,8.38 kWh
IN-KL-ELC-81602413,Independent House,7,3150,9.54,6,13-10-2022,27.98,63.8,0.0,7.0,0,0,0,231.07,0.97,32.18 kWh,46.88 kWh,31.24 kWh,12.48 kWh
IN-KL-ELC-39275054,Villa,3,2190,7.98,18,13-09-2022,31.79,87.25,6.73,11.0,0,0,1,239.32,0.82,48.89 kWh,80.27 kWh,44.20 kWh,22.87 kWh
IN-KL-ELC-53505232,Apartment,4,1032,1.5,11,12-10-2022,22.71,52.85,3.37,13.0,0,0,1,240.45,0.83,13.95 kWh,23.54 kWh,12.55 kWh,9.03 kWh
IN-KL-ELC-24755666,Apartment,2,3740,11.48,18,22-03-2023,35.4,56.56,0.0,7.0,0,0,1,230.11,0.85,-54.03 kWh,1.54 kWh,0.82 kWh,0.54 kWh
IN-KL-ELC-89994870,Villa,7,2153,10.32,10,26-09-2023,26.69,93.44,0.0,21.0,4,0,0,237.21,0.75,36.97 kWh,159.58 kWh,102.21 kWh,46.79 kWh
IN-KL-ELC-51786580,Apartment,7,2203,5.78,6,04-08-2023,25.85,82.36,0.0,17.0,2,0,1,235.07,0.87,11.84 kWh,24.71 kWh,14.02 kWh,8.38 kWh
IN-KL-ELC-73506850,Villa,8,4998,14.48,11,14-03-2023,37.05,57.87,0.0,17.0,0,0,0,237.66,0.87,35.69 kWh,81.28 kWh,54.13 kWh,22.74 kWh
IN-KL-ELC-72173277,Apartment,4,582,3.14,17,29-07-2022,28.95,76.85,0.0,18.0,1,1,1,235.73,0.75,15.62 kWh,38.36 kWh,21.08 kWh,10.68 kWh
IN-KL-ELC-54025826,Apartment,2,509,1.5,4,13-10-2023,24.9,45.46,0.0,8.0,3,0,1,224.32,0.8,-25.53 kWh,8.47 kWh,4.12 kWh,2.78 kWh
IN-KL-ELC-27197217,Independent House,2,2401,8.68,11,02-06-2022,31.42,79.76,4.87,6.0,3,0,1,234.87,0.87,-14.21 kWh,35.09 kWh,18.82 kWh,12.55 kWh
IN-KL-ELC-54856856,Apartment,4,4692,13.97,10,29-01-2022,27.46,64.2,0.0,22.0,0,0,0,236.25,0.91,50.64 kWh,88.02 kWh,47.31 kWh,28.32 kWh
IN-KL-ELC-26351061,Commercial,7,3020,9.23,1,24-03-2022,34.82,73.11,0.0,24.0,3,0,1,212.77,0.83,-28.76 kWh,43.91 kWh,25.90 kWh,14.56 kWh
IN-KL-ELC-91625051,Apartment,2,4423,14.85,16,25-04-2023,33.25,77.64,0.0,20.0,3,0,1,241.33,0.83,-16.40 kWh,32.58 kWh,21.01 kWh,9.66 kWh
IN-KL-ELC-49105592,Villa,3,4097,12.46,15,12-09-2023,25.35,81.01,0.0,10.0,1,1,0,230.76,0.71,29.82 kWh,134.81 kWh,78.88 kWh,45.62 kWh
IN-KL-ELC-64416144,Independent House,2,1338,5.09,14,08-10-2022,25.96,51.88,0.0,25.0,0,0,1,227.59,0.94,19.71 kWh,43.96 kWh,25.83 kWh,10.09 kWh
IN-KL-ELC-79146438,Commercial,7,4291,13.16,7,19-07-2022,26.96,87.37,0.0,21.0,0,0,0,229.39,0.82,13.71 kWh,27.86 kWh,17.02 kWh,8.69 kWh
IN-KL-ELC-26554762,Independent House,5,4300,13.5,8,09-06-2023,28.13,76.91,7.26,8.0,3,0,1,230.85,0.8,-17.91 kWh,10.78 kWh,7.00 kWh,2.80 kWh
IN-KL-ELC-41171034,Villa,8,2856,8.01,11,28-07-2023,24.02,81.86,0.0,11.0,2,0,0,208.87,0.78,45.24 kWh,100.00 kWh,54.77 kWh,27.98 kWh
IN-KL-ELC-83391070,Commercial,6,1779,8.75,5,04-02-2022,28.3,46.51,0.0,13.0,4,0,1,232.63,0.67,59.98 kWh,200.00 kWh,115.34 kWh,72.09 kWh
IN-KL-ELC-63025863,Commercial,5,4823,13.78,4,28-10-2023,28.87,65.89,3.97,18.0,1,1,1,231.65,0.79,33.80 kWh,207.05 kWh,128.05 kWh,54.34 kWh
IN-KL-ELC-42734307,Independent House,6,2530,7.9,4,17-02-2022,29.52,57.88,0.0,15.0,0,0,0,226.35,0.83,43.77 kWh,65.84 kWh,39.89 kWh,19.81 kWh
IN-KL-ELC-37154952,Commercial,1,469,1.5,13,06-01-2022,23.93,58.51,0.0,6.0,2,0,0,219.55,0.65,16.47 kWh,25.10 kWh,15.04 kWh,5.92 kWh
IN-KL-ELC-56595582,Villa,3,734,1.8,15,30-11-2023,26.11,50.51,0.0,7.0,3,0,1,239.8,0.77,-11.73 kWh,21.81 kWh,12.67 kWh,5.95 kWh
IN-KL-ELC-01514542,Independent House,2,2109,8.61,5,11-08-2022,30.49,85.48,1.36,18.0,0,0,1,236.43,0.82,-11.13 kWh,2.05 kWh,1.20 kWh,0.52 kWh
IN-KL-ELC-04466271,Villa,2,2336,7.84,1,16-11-2023,25.65,50.53,6.75,6.0,0,0,0,230.24,0.95,46.34 kWh,76.19 kWh,38.56 kWh,25.59 kWh
IN-KL-ELC-26390971,Independent House,3,578,1.98,13,22-11-2022,25.77,65.68,0.0,10.0,2,0,1,227.53,0.73,14.90 kWh,28.32 kWh,16.31 kWh,7.55 kWh
IN-KL-ELC-90155776,Villa,5,1767,5.89,6,18-11-2023,23.53,46.17,0.0,11.0,1,1,0,236.9,0.72,18.02 kWh,94.05 kWh,50.57 kWh,30.72 kWh
IN-KL-ELC-59431548,Independent House,5,2151,5.77,5,23-11-2023,24.53,69.48,0.0,8.0,1,1,1,226.64,0.79,8.28 kWh,88.91 kWh,44.79 kWh,30.90 kWh
IN-KL-ELC-89672773,Apartment,3,2398,5.51,15,25-04-2022,36.71,77.94,0.0,16.0,2,0,1,216.88,0.78,47.27 kWh,87.44 kWh,50.67 kWh,29.34 kWh
IN-KL-ELC-05504441,Villa,8,3729,12.68,14,10-12-2022,25.91,52.82,0.0,10.0,1,1,0,224.73,0.79,32.35 kWh,176.34 kWh,92.91 kWh,51.17 kWh
IN-KL-ELC-26191539,Villa,8,780,2.31,14,22-02-2022,26.45,52.96,0.0,12.0,0,0,1,226.31,0.79,44.40 kWh,59.46 kWh,32.46 kWh,17.15 kWh
IN-KL-ELC-19579857,Villa,3,3132,8.32,14,13-12-2022,27.21,66.13,0.0,12.0,2,0,1,246.48,0.82,12.91 kWh,22.72 kWh,12.67 kWh,8.77 kWh
IN-KL-ELC-39579304,Villa,6,3210,11.78,11,24-01-2022,28.22,59.6,6.14,6.0,2,0,0,229.11,0.78,31.26 kWh,47.17 kWh,28.95 kWh,12.52 kWh
IN-KL-ELC-31146082,Commercial,2,2837,8.57,12,18-05-2023,32.31,62.68,0.0,5.0,0,0,0,234.51,0.92,22.09 kWh,38.59 kWh,22.11 kWh,10.14 kWh
IN-KL-ELC-93144811,Commercial,8,1611,4.59,14,29-04-2022,30.3,54.73,7.04,4.0,0,0,0,228.01,0.79,53.64 kWh,103.90 kWh,60.61 kWh,29.94 kWh
IN-KL-ELC-32038060,Apartment,6,1579,4.52,13,17-09-2022,28.25,86.46,0.0,15.0,0,0,0,232.88,0.79,27.43 kWh,57.89 kWh,32.58 kWh,16.25 kWh
IN-KL-ELC-75882482,Independent House,6,538,2.2,15,22-04-2023,36.52,58.31,0.0,4.0,1,1,0,216.18,0.84,12.99 kWh,16.58 kWh,9.17 kWh,5.76 kWh
IN-KL-ELC-87555626,Commercial,8,3136,8.64,3,19-01-2022,23.95,63.13,6.47,21.0,3,0,1,241.55,0.81,-16.09 kWh,51.54 kWh,31.57 kWh,14.29 kWh
IN-KL-ELC-92642342,Villa,4,3601,10.29,6,07-06-2023,24.77,75.69,0.0,17.0,0,0,0,230.32,0.94,38.81 kWh,55.77 kWh,32.70 kWh,20.06 kWh
IN-KL-ELC-98650712,Commercial,2,1821,6.82,3,04-12-2022,22.0,50.02,0.0,21.0,1,0,0,221.74,0.7,,53.06 kWh,26.12 kWh,17.67 kWh
IN-KL-ELC-93580482,Independent House,8,2913,10.32,5,21-10-2022,28.63,66.43,0.0,16.0,0,0,1,229.74,0.87,23.38 kWh,34.34 kWh,19.46 kWh,10.08 kWh
IN-KL-ELC-97075957,Independent House,7,2201,5.38,12,11-09-2022,29.58,82.79,5.63,22.0,1,1,0,227.78,0.82,11.65 kWh,54.94 kWh,32.15 kWh,16.60 kWh
IN-KL-ELC-12549454,Independent House,7,1210,14.68,5,31-08-2022,30.4,85.38,0.0,19.0,4,0,0,236.33,0.72,36.54 kWh,200.00 kWh,116.17 kWh,56.08 kWh
IN-KL-ELC-29215952,Commercial,1,2219,9.22,14,29-01-2022,28.84,70.1,0.0,12.0,2,0,1,227.9,0.8,10.14 kWh,23.73 kWh,12.32 kWh,8.59 kWh
IN-KL-ELC-92144771,Apartment,6,2868,9.06,13,03-12-2022,28.1,53.45,0.0,5.0,2,0,0,238.88,0.72,44.99 kWh,100.00 kWh,54.32 kWh,27.12 kWh
IN-KL-ELC-55607936,Villa,7,708,2.0,2,11-08-2022,28.13,88.07,1.14,9.0,3,0,1,228.21,0.88,-19.17 kWh,52.81 kWh,29.16 kWh,17.18 kWh
IN-KL-ELC-97658395,Apartment,3,4481,13.74,1,28-07-2023,24.0,85.49,0.0,16.0,4,0,0,235.6,0.74,40.35 kWh,166.55 kWh,104.80 kWh,42.85 kWh
IN-KL-ELC-52090560,Villa,6,1239,3.67,14,25-12-2023,24.61,67.78,0.0,9.0,3,0,1,230.38,0.86,28.49 kWh,69.24 kWh,42.82 kWh,20.12 kWh
IN-KL-ELC-27766272,Independent House,8,1215,4.44,15,19-04-2022,36.43,56.83,6.69,14.0,1,1,0,225.24,0.81,42.53 kWh,57.99 kWh,33.25 kWh,16.78 kWh
IN-KL-ELC-05184502,Villa,1,3812,12.48,5,29-06-2022,31.36,79.17,1.15,11.0,0,0,1,214.82,0.82,7.07 kWh,12.37 kWh,7.94 kWh,3.36 kWh
IN-KL-ELC-69685863,Villa,3,1866,4.81,2,10-11-2022,28.41,46.93,3.19,17.0,1,1,0,233.61,0.8,6.91 kWh,71.12 kWh,39.64 kWh,25.79 kWh
IN-KL-ELC-67607990,Apartment,8,3460,10.34,6,23-12-2022,25.55,64.8,0.0,12.0,3,0,1,239.32,0.94,-26.89 kWh,32.11 kWh,18.15 kWh,9.24 kWh
IN-KL-ELC-54221525,Villa,4,3429,8.84,11,23-01-2023,23.96,47.58,3.98,10.0,0,0,0,235.45,0.87,24.13 kWh,44.44 kWh,27.31 kWh,14.07 kWh
IN-KL-ELC-70668895,Villa,5,4396,12.61,13,09-09-2022,27.89,83.22,2.81,17.0,1,1,0,222.03,0.83,40.54 kWh,194.45 kWh,118.02 kWh,61.98 kWh
IN-KL-ELC-00803328,Commercial,4,3533,9.98,1,19-01-2023,22.0,67.79,0.0,8.0,0,0,0,230.53,0.89,5.96 kWh,12.08 kWh,6.92 kWh,3.94 kWh
IN-KL-ELC-40783379,Apartment,2,2409,8.64,16,27-10-2022,23.61,67.08,7.81,2.0,3,0,1,232.26,0.82,-28.08 kWh,67.36 kWh,38.74 kWh,24.01 kWh
IN-KL-ELC-91563343,Commercial,5,4583,12.13,15,05-10-2023,24.45,70.19,5.22,25.0,4,0,0,232.57,0.75,37.76 kWh,169.35 kWh,104.96 kWh,46.73 kWh
IN-KL-ELC-38163938,Apartment,7,2126,8.44,7,18-10-2023,24.83,45.0,0.0,17.0,1,1,1,233.14,0.77,43.28 kWh,70.07 kWh,40.81 kWh,20.82 kWh
IN-KL-ELC-35751193,Independent House,4,2450,6.56,14,08-04-2023,29.64,74.16,0.97,21.0,1,0,0,236.4,0.86,43.24 kWh,63.51 kWh,36.83 kWh,20.45 kWh
IN-KL-ELC-38727233,Apartment,6,2879,6.9,5,23-04-2022,36.3,68.06,0.0,23.0,1,0,1,234.59,0.8,6.47 kWh,86.20 kWh,50.06 kWh,29.88 kWh
IN-KL-ELC-65432283,Villa,6,2048,8.24,18,23-09-2023,32.56,88.53,0.0,23.0,0,0,0,230.12,0.86,36.51 kWh,58.99 kWh,38.25 kWh,16.47 kWh
IN-KL-ELC-13970358,Independent House,7,1999,7.01,14,26-03-2023,30.13,62.53,0.0,4.0,2,0,1,209.85,0.84,21.74 kWh,46.88 kWh,27.17 kWh,12.57 kWh
IN-KL-ELC-71759216,Villa,5,3246,10.21,17,24-02-2022,29.79,58.62,0.9,24.0,1,1,0,228.4,0.81,33.26 kWh,148.40 kWh,90.28 kWh,35.20 kWh
IN-KL-ELC-93472047,Independent House,8,3684,11.39,14,30-01-2022,29.27,62.4,0.0,19.0,2,0,0,259.43,0.66,14.38 kWh,35.43 kWh,18.11 kWh,11.92 kWh
IN-KL-ELC-22975450,Apartment,1,4065,14.87,11,30-08-2022,25.94,79.58,0.0,10.0,2,0,0,232.67,0.79,29.12 kWh,64.68 kWh,41.87 kWh,19.52 kWh
IN-KL-ELC-61151789,Commercial,6,3811,12.87,10,24-10-2022,22.75,68.81,0.0,19.0,1,1,0,224.08,0.68,8.54 kWh,166.57 kWh,97.79 kWh,51.38 kWh
IN-KL-ELC-35735702,Apartment,3,3591,11.69,4,05-06-2022,25.93,81.98,5.58,5.0,3,0,1,234.1,0.81,-13.53 kWh,,7.30 kWh,3.16 kWh
IN-KL-ELC-88999578,Commercial,3,1082,2.92,13,22-08-2022,28.19,85.89,3.22,23.0,1,1,1,213.95,0.71,25.21 kWh,45.79 kWh,26.36 kWh,15.69 kWh
IN-KL-ELC-69148221,Villa,6,1579,6.25,9,09-03-2023,32.94,73.2,4.96,6.0,1,1,1,227.48,0.84,23.55 kWh,94.48 kWh,48.32 kWh,32.02 kWh
IN-KL-ELC-44530942,Apartment,4,2570,7.1,11,24-01-2023,24.5,63.56,0.0,22.0,1,1,0,232.4,0.73,14.64 kWh,52.39 kWh,28.67 kWh,15.05 kWh
IN-KL-ELC-50860305,Apartment,5,3635,11.85,13,03-07-2023,26.87,92.48,7.38,11.0,2,0,0,227.88,0.66,17.94 kWh,51.56 kWh,31.21 kWh,17.02 kWh
IN-KL-ELC-12552121,Commercial,5,4784,15.0,1,29-08-2022,31.76,92.22,4.88,18.0,1,1,1,230.81,0.75,41.85 kWh,173.14 kWh,97.10 kWh,61.51 kWh
IN-KL-ELC-05481140,Commercial,2,2264,7.02,11,07-12-2023,25.2,51.93,0.0,2.0,0,0,0,222.94,0.79,37.34 kWh,69.78 kWh,40.20 kWh,17.50 kWh
IN-KL-ELC-27950196,Apartment,7,465,3.07,9,31-01-2023,28.57,56.34,3.37,18.0,0,0,0,237.93,0.94,43.93 kWh,62.99 kWh,33.06 kWh,23.04 kWh
IN-KL-ELC-53628551,Commercial,2,888,2.14,3,25-07-2023,24.84,78.51,2.1,22.0,0,0,0,233.94,0.83,43.16 kWh,61.86 kWh,39.92 kWh,16.72 kWh
IN-KL-ELC-64315688,Independent House,6,1052,5.26,5,26-05-2022,36.92,56.75,0.0,11.0,1,0,0,225.59,0.68,42.12 kWh,76.59 kWh,42.79 kWh,23.63 kWh
IN-KL-ELC-72098768,Villa,6,1000,2.27,2,16-03-2023,28.73,62.29,3.49,8.0,0,0,0,223.98,0.84,53.50 kWh,152.03 kWh,76.04 kWh,53.50 kWh
IN-KL-ELC-80418748,Commercial,8,995,4.12,12,29-10-2022,23.02,61.26,0.0,6.0,2,0,1,220.17,0.8,13.39 kWh,25.53 kWh,12.84 kWh,8.00 kWh
IN-KL-ELC-91757997,Villa,2,4429,12.36,2,16-11-2023,26.51,66.37,0.0,12.0,0,0,1,233.39,0.84,44.75 kWh,61.87 kWh,32.41 kWh,21.27 kWh
IN-KL-ELC-56024141,Commercial,2,413,3.41,8,17-05-2023,32.34,78.27,0.0,12.0,0,0,0,226.19,0.82,43.05 kWh,119.52 kWh,60.20 kWh,42.11 kWh
IN-KL-ELC-52869791,Apartment,7,955,4.3,4,12-12-2023,23.16,67.85,5.05,25.0,0,0,0,238.67,0.88,51.73 kWh,59.53 kWh,34.20 kWh,18.73 kWh
IN-KL-ELC-82045756,Commercial,6,4788,13.32,3,02-03-2022,37.56,58.28,5.41,21.0,1,1,0,224.12,0.7,21.32 kWh,187.15 kWh,97.28 kWh,69.35 kWh
IN-KL-ELC-89813693,Commercial,5,607,3.52,15,10-11-2022,23.2,66.04,0.0,23.0,0,0,0,228.67,0.77,20.04 kWh,32.05 kWh,18.82 kWh,8.32 kWh
IN-KL-ELC-17853922,Commercial,7,1331,1.96,7,06-05-2022,30.18,67.42,0.0,9.0,3,0,1,225.86,0.84,-21.09 kWh,58.53 kWh,34.78 kWh,16.59 kWh
IN-KL-ELC-52631083,Villa,1,625,1.9,2,10-02-2023,26.92,47.37,0.0,6.0,0,0,0,239.0,0.83,9.48 kWh,15.08 kWh,8.14 kWh,5.39 kWh
IN-KL-ELC-10960210,Villa,4,1606,4.94,6,27-02-2022,24.3,55.24,0.0,18.0,3,0,1,242.81,0.8,-16.04 kWh,53.17 kWh,28.25 kWh,16.51 kWh
IN-KL-ELC-31052238,Independent House,2,3679,11.14,14,06-06-2022,24.74,87.64,7.13,20.0,0,0,1,231.89,0.87,-31.61 kWh,2.34 kWh,1.40 kWh,0.71 kWh
IN-KL-ELC-50959796,Commercial,2,2103,7.85,10,16-12-2023,23.44,67.94,0.0,6.0,1,0,0,238.06,0.84,20.66 kWh,83.92 kWh,54.43 kWh,22.46 kWh
IN-KL-ELC-59488206,Independent House,4,2923,9.32,16,13-09-2022,31.49,76.64,7.54,3.0,0,0,0,231.21,0.76,36.36 kWh,71.93 kWh,43.34 kWh,23.58 kWh
IN-KL-ELC-28973540,Independent House,4,2428,7.31,13,09-06-2023,25.37,84.86,0.0,4.0,1,1,1,227.6,0.79,37.84 kWh,81.91 kWh,43.84 kWh,31.69 kWh
IN-KL-ELC-81015628,Villa,8,3045,8.38,1,05-07-2023,31.92,82.44,0.0,22.0,1,1,1,226.03,0.8,21.63 kWh,126.21 kWh,73.34 kWh,41.10 kWh
IN-KL-ELC-31808285,Villa,4,3742,11.67,16,17-09-2022,29.62,86.54,7.43,12.0,0,0,1,226.41,0.86,9.96 kWh,23.10 kWh,14.34 kWh,5.99 kWh
IN-KL-ELC-04064839,Independent House,1,4950,14.22,8,21-09-2023,24.25,88.66,4.05,15.0,1,1,1,225.38,0.74,16.44 kWh,119.14 kWh,75.83 kWh,29.65 kWh
IN-KL-ELC-51328195,Villa,7,4679,15.0,5,29-03-2023,31.97,63.79,0.0,25.0,3,0,1,225.1,0.84,-18.32 kWh,25.00 kWh,14.44 kWh,8.86 kWh
IN-KL-ELC-96396874,Apartment,4,1459,3.31,18,18-05-2023,36.1,78.53,0.0,3.0,0,0,1,222.04,0.74,-45.30 kWh,2.05 kWh,1.13 kWh,0.62 kWh
IN-KL-ELC-62587953,Villa,2,2891,11.67,4,07-01-2023,29.56,66.16,0.0,3.0,4,0,0,224.17,0.73,24.21 kWh,81.80 kWh,42.69 kWh,26.73 kWh
IN-KL-ELC-80411177,Independent House,1,2493,7.15,18,27-07-2023,25.94,92.11,2.23,15.0,0,0,0,240.44,0.78,15.16 kWh,23.15 kWh,14.51 kWh,6.89 kWh
IN-KL-ELC-11780709,Independent House,5,2757,6.4,13,23-07-2023,30.95,83.07,0.65,16.0,2,0,0,211.64,0.66,11.00 kWh,23.08 kWh,12.51 kWh,8.07 kWh
IN-KL-ELC-38963185,Independent House,1,1873,5.22,9,02-10-2023,25.57,55.02,0.0,25.0,0,0,1,234.1,0.82,47.92 kWh,54.12 kWh,35.00 kWh,13.63 kWh
IN-KL-ELC-75969494,Commercial,4,2030,4.94,18,12-07-2022,30.28,78.5,4.94,11.0,1,1,0,207.67,0.79,16.92 kWh,72.92 kWh,41.70 kWh,25.29 kWh
IN-KL-ELC-16196801,Villa,2,3794,11.29,19,04-02-2022,24.99,62.33,6.61,14.0,1,1,0,232.92,0.73,27.27 kWh,92.59 kWh,50.21 kWh,26.28 kWh
IN-KL-ELC-25385066,Apartment,1,1190,3.78,2,13-01-2023,25.34,60.95,0.0,10.0,3,0,1,228.97,0.95,-20.51 kWh,12.32 kWh,7.37 kWh,3.83 kWh
IN-KL-ELC-48715257,Independent House,1,509,1.5,16,15-12-2022,24.41,67.57,0.0,7.0,0,0,0,222.16,0.8,54.20 kWh,90.63 kWh,50.69 kWh,34.20 kWh
IN-KL-ELC-06859542,Apartment,2,4135,10.13,10,11-09-2023,24.92,94.08,0.0,11.0,4,0,0,228.16,0.72,27.23 kWh,159.80 kWh,95.63 kWh,37.73 kWh
IN-KL-ELC-45759166,Commercial,3,2702,11.16,2,19-01-2023,27.99,65.67,0.0,24.0,0,0,0,235.6,0.85,37.63 kWh,75.30 kWh,43.80 kWh,25.31 kWh
IN-KL-ELC-70098256,Independent House,3,1852,5.87,6,22-05-2023,36.87,78.46,6.31,17.0,1,1,0,230.49,0.79,13.84 kWh,82.98 kWh,46.11 kWh,22.26 kWh
IN-KL-ELC-37834480,Commercial,2,4457,12.28,10,06-06-2023,24.08,90.44,7.15,15.0,2,0,0,222.19,0.71,34.71 kWh,67.19 kWh,43.59 kWh,18.99 kWh
IN-KL-ELC-68402933,Independent House,8,4160,14.52,8,17-09-2022,31.05,91.53,0.0,23.0,1,0,0,229.47,0.75,35.17 kWh,,79.93 kWh,46.61 kWh
IN-KL-ELC-51217069,Villa,3,1214,3.9,3,02-02-2022,25.58,58.6,0.0,12.0,0,0,0,220.37,0.94,43.75 kWh,64.18 kWh,35.69 kWh,16.94 kWh
